1032	1733
1033	1929
1034	446
1035	2814
1036	2997
1037	2241
1038	1733
1039	1929
1040	446
1041	2814
1042	2997
1043	2241
1044	1733
1045	1929
1046	446
1047	2814
1048	2997
1049	2241
1050	1733
1051	1929
1052	446
1053	2997
1054	2241
1055	1733
1056	1929
1057	446
1058	2814
1059	2997
1060	2241
1061	1733
1062	1929
1063	446
1064	2814
1065	2997
1066	2241
1067	1733
1068	1929
1069	446
1070	2814
1071	2997
1072	2241
1073	1733
1074	1929
1075	446
1076	2814
1077	2997
1078	2241
1079	1733
1080	1929
1081	446
1082	2814
1083	2997
1084	2241
1085	1733
1086	446
1087	1839
1088	2814
1089	2997
1090	2241
1091	1733
1092	1929
1093	446
1094	1839
1095	2814
1096	2997
1097	2241
1098	1733
1099	1929
1100	446
1101	2814
1102	2997
1103	2241
1104	1733
1105	1929
1106	446
1107	2814
1108	2997
1109	2241
1110	1733
1111	1929
1112	446
1113	2814
1114	2997
1115	2241
1116	1733
1117	1929
1118	446
1119	2814
1120	2997
1121	2241
1122	1733
1123	1929
1124	446
1125	2814
1126	2997
1127	2241
1128	1733
1129	1929
1130	446
1131	2814
1132	2997
1133	2241
1134	1733
1135	1929
1136	446
1137	2814
1138	2997
1139	2241
1140	1733
1141	1929
1142	446
1143	2814
1144	2997
1145	2241
1146	1733
1147	1929
1148	446
1149	1839
1150	2814
1151	2997
1152	2241
1153	1733
1154	1929
1155	446
1156	2814
1157	2997
1158	2241
1159	1733
1160	1929
1161	446
1162	1839
1163	2814
1164	2997
1165	2241
1166	1733
1167	1929
1168	446
1169	2814
1170	2997
1171	2241
1172	1733
1173	446
1174	1839
1175	2814
1176	2997
1177	2241
1178	1733
1179	1929
1180	446
1181	2814
1182	2997
1183	2241
1184	1733
1185	1929
1186	2241
1187	1733
1188	1929
1189	446
1190	1839
1191	2814
1192	2997
1193	2241
1194	1733
1195	1929
1196	446
1197	1839
1198	2814
1199	2997
1200	2241
1201	1733
1202	1929
1203	446
1204	1839
1205	2814
1206	2997
1207	2241
1208	1733
1209	1929
1210	446
1211	2814
1212	2997
1213	2241
1214	1733
1215	1929
1216	446
1217	1839
1218	2814
1219	2997
1220	2241
1221	1733
1222	1929
1223	446
1224	1839
1225	2814
1226	2997
1227	2241
1228	1733
1229	1929
1230	446
1231	2814
1232	2997
1233	2241
1234	1733
1235	1929
1236	446
1237	1839
1238	2814
1239	2997
1240	2241
1241	1733
1242	1929
1243	446
1244	1839
1245	2814
1246	2997
1247	2241
1248	1733
1249	1929
1250	446
1251	2814
1252	2997
1253	2241
1254	1733
1255	1929
1256	446
1257	2814
1258	2997
1259	2241
1260	1733
1261	1929
1262	446
1263	2814
1264	2997
1265	2241
1266	1733
1267	1929
1268	446
1269	1839
1270	2814
1271	2997
1272	2241
1273	1733
1274	1929
1275	446
1276	1839
1277	2814
1278	2997
1279	2241
1280	1733
1281	1929
1282	446
1283	2814
1284	2997
1285	2241
1286	1733
1287	1929
1288	446
1289	1839
1290	2814
1291	2997
1292	2241
1293	1733
1294	1733
1295	1929
1296	446
1297	1839
1298	2814
1299	2997
1300	2241
1301	1733
1302	1929
1303	446
1304	2814
1305	2997
1306	2241
1307	1733
