1107	7	221
1107	8	371
1107	9	340
1107	10	334
1108	1	322
1108	2	77
1108	3	152
1108	4	445
1108	5	86
1108	6	175
1108	7	205
1108	8	375
1108	9	436
1108	10	309
1109	1	104
1109	2	26
1109	3	15
1109	4	146
1109	5	0
1109	6	41
1109	7	71
1109	8	227
1109	9	118
1109	10	88
1110	9	303
1111	1	514
1111	2	165
1111	3	256
1111	4	627
1111	5	351
1111	6	191
1111	7	253
1111	8	508
1111	9	557
1111	10	542
1112	1	375
1112	2	444
1112	3	286
1112	4	669
1112	5	175
1112	6	214
1112	7	306
1112	8	505
1112	9	607
1112	10	436
1113	1	483
1113	2	254
1113	3	285
1113	4	572
1113	5	200
1113	6	252
1113	7	347
1113	8	471
1113	9	649
1113	10	416
1114	1	379
1114	2	159
1114	3	225
1114	4	499
1114	5	262
1114	6	203
1114	7	312
1114	8	349
1114	9	396
1114	10	373
1115	1	392
1115	2	288
1115	3	276
1115	4	585
1115	5	288
1115	6	295
1115	7	312
1115	8	398
1115	9	647
1115	10	367
1116	1	100
1116	2	38
1116	3	49
1116	4	143
1116	5	74
1116	6	52
1116	7	87
1116	8	107
1116	9	223
1116	10	127
1117	1	460
1117	2	168
1117	3	179
1117	4	511
1117	5	338
1117	6	222
1117	7	353
1117	8	425
1117	9	537
1117	10	428
1118	1	478
1118	2	370
1118	3	203
1118	4	726
1118	5	222
1118	6	202
1118	7	257
1118	8	548
1118	9	609
1118	10	463
1119	1	409
1119	2	259
1119	3	256
1119	4	521
1119	5	166
1119	6	183
1119	7	262
1119	8	478
1119	9	562
1119	10	309
1120	1	351
1120	2	177
1120	3	169
1120	4	426
1120	5	179
1120	6	192
1120	7	290
1120	8	372
1120	9	327
1120	10	313
1121	1	366
1121	2	107
1121	3	148
1121	4	418
1121	5	111
1121	6	255
1121	7	308
1121	8	303
1121	9	511
1121	10	254
1122	1	152
1122	2	57
1122	3	43
1122	4	176
1122	5	32
1122	6	47
1122	7	129
1122	8	194
1122	9	189
1122	10	62
1123	1	379
1123	2	99
1123	3	492
1123	4	533
1123	5	215
1123	6	254
1123	7	366
1123	8	374
1123	9	641
1123	10	479
1124	1	448
1124	2	279
1124	3	219
1124	4	554
1124	5	147
1124	6	240
1124	7	303
1124	8	332
1124	9	613
1124	10	261
1125	1	374
1125	2	241
1125	3	208
1125	4	446
1125	5	144
1125	6	220
1125	7	355
1125	8	372
1125	9	614
1125	10	278
1126	1	282
1126	2	143
1126	3	108
1126	4	396
1126	5	173
1126	6	206
1126	7	275
1126	8	300
1126	9	516
1126	10	203
1127	1	328
1127	2	240
1127	3	252
1127	4	444
1127	5	156
1127	6	275
1127	7	341
1127	8	313
1127	9	671
1127	10	290
1128	1	69
1128	2	108
1128	3	67
1128	4	181
1128	5	14
1128	6	51
1128	7	140
1128	8	133
1128	9	186
1129	1	370
1129	2	110
1129	3	320
1129	4	468
1129	5	243
1129	6	221
1129	7	237
1129	8	349
1129	9	652
1129	10	374
1130	1	362
1130	2	190
1130	3	298
1130	4	536
1130	5	217
1130	6	221
1130	7	382
1130	8	458
1130	9	575
1130	10	357
1131	1	398
1131	2	239
1131	3	230
1131	4	444
1131	5	158
1131	6	206
1131	7	365
1131	8	319
1131	9	520
1131	10	266
1132	1	346
1132	2	218
1132	3	191
1132	4	318
1132	5	160
1132	6	192
1132	7	226
1132	8	316
1132	9	373
1132	10	313
1133	1	303
1133	2	119
1133	3	177
1133	4	451
1133	5	94
1133	6	213
1133	7	299
1133	8	299
1133	9	438
1133	10	293
1134	1	106
1134	2	42
1134	3	41
1134	4	123
1134	5	28
1134	6	39
1134	7	83
1134	8	198
1134	9	158
1134	10	79
1135	1	497
1135	2	124
1135	3	235
1135	4	541
1135	5	210
1135	6	230
1135	7	229
1135	8	459
1135	9	525
1135	10	494
1136	1	442
1136	2	223
1136	3	207
1136	4	621
1136	5	159
1136	6	258
1136	7	437
1136	8	575
1136	9	500
1136	10	476
1137	1	416
1137	2	237
1137	3	179
1137	4	539
1137	5	232
1137	6	202
1137	7	333
1137	8	487
1137	9	563
1137	10	357
1138	3	172
1138	4	434
1138	9	420
1139	9	541
1140	1	195
1140	2	129
1140	3	151
1140	4	345
1140	5	152
1140	6	141
1140	7	165
1140	8	295
1140	9	387
1140	10	281
1141	1	497
1141	2	147
1141	3	284
1141	4	536
1141	5	262
1141	6	206
1141	7	271
1141	8	314
1141	9	524
1141	10	471
1142	1	421
1142	2	228
1142	3	225
1142	4	611
1142	5	216
1142	6	204
1142	7	313
1142	8	363
1142	9	521
1142	10	343
1143	1	367
1143	2	248
1143	3	244
1143	4	454
1143	5	149
1143	6	170
1143	7	257
1143	8	390
1143	9	463
1143	10	312
1144	1	364
1144	2	205
1144	3	150
1144	4	394
1144	5	169
1144	6	184
1144	7	276
1144	8	414
1144	9	404
1144	10	296
1145	1	456
1145	2	242
1145	3	261
1145	4	474
1145	5	193
1145	6	271
1145	7	311
1145	8	468
1145	9	621
1145	10	375
1146	1	90
1146	2	59
1146	3	124
1146	4	187
1146	5	38
1146	6	49
1146	7	129
1146	8	236
1146	9	285
1147	9	428
1148	1	510
1148	2	112
1148	3	272
1148	4	486
1148	5	231
1148	6	225
1148	7	318
1148	8	425
1148	9	587
1148	10	343
1149	1	349
1149	2	153
1149	3	229
1149	4	533
1149	5	242
1149	6	214
1149	7	380
1149	8	419
