1308,2003
1309,614
1310,624
1311,2684
1312,2704
1313,2281
1314,1723
1315,1973
1316,589
1317,2645
1318,3021
1319,2591
1320,1989
1321,2245
1322,845
1323,3056
1324,3165
1325,2733
1326,2123
1327,2356
1328,956
1329,2789
1330,2846
1331,2412
1332,1757
1333,1927
1334,532
1335,517
1336,2608
1337,2684
1338,2267
1339,1687
1340,1845
1341,460
1342,2553
1343,2748
1344,2315
1345,1613
1346,1894
1347,651
1348,652
1349,2465
1350,1753
1351,2025
1352,784
1353,570
1354,2526
1355,2608
1356,2176
1357,1457
1358,1649
1359,359
1360,345
1361,2322
1362,2421
1363,2039
1364,1389
1365,1541
1366,265
1367,265
1368,2225
1369,2333
1370,1946
1371,1298
1372,1767
1373,567
1374,567
1375,2549
1376,2651
1377,2189
1378,1652
1379,1916
1380,725
1381,734
1382,2730
1383,2824
1384,2296
1385,1655
1386,1951
1387,691
1388,2482
1389,2608
1390,2181
1391,1540
1392,1806
1393,551
1394,552
1395,2332
1396,2426
1397,2046
1398,1441
1399,1682
1400,432
1401,523
1402,2544
1403,2107
1404,1442
1405,1723
1406,655
1407,2593
1408,2710
1409,2336
1410,1660
1411,1855
1412,691
1413,715
1414,2436
1415,2549
1416,2183
1417,1551
1418,1787
1419,517
1420,518
1421,2375
1422,2514
1423,2050
1424,1398
1425,1644
1426,406
1427,406
1428,2246
1429,2373
1430,2091
1431,1433
1432,1701
1433,556
1434,550
1435,2443
1436,2691
1437,2260
1438,1606
1439,1856
1440,784
1441,783
1442,2564
1443,2692
1444,2326
1445,1633
1446,1914
1447,580
1448,570
1449,2409
1450,2533
1451,2187
1452,1572
1453,1834
1454,458
1455,423
1456,2268
1457,2408
1458,2068
1459,1449
1460,1773
1461,610
1462,610
1463,2536
1464,2636
1465,2178
1466,1651
1467,1916
1468,766
1469,781
1470,2748
1471,2857
1472,2370
1473,1747
1474,2051
1475,791
1476,743
1477,2548
1478,2673
1479,2292
1480,1665
1481,1934
1482,661
1483,661
1484,2387
1485,2480
1486,2145
1487,1542
1488,1780
1489,520
1490,520
1491,2608
1492,2705
1493,2225
1494,1522
1495,1787
1496,655
1497,2733
1498,2883
1499,2407
1500,1697
1501,2077
1502,931
1503,878
1504,2800
1505,2900
1506,2455
1507,1766
1508,1991
1509,726
1510,699
1511,2643
1512,2771
1513,2375
1514,1708
1515,1794
1516,522
1517,2464
1518,2592
1519,2213
1520,1536
1521,1948
1522,806
1523,2993
1524,2457
1525,1861
1526,2123
1527,1000
1528,1023
1529,3253
1530,3374
1531,2807
1532,2111
1533,2417
1534,1165
1535,1101
1536,3068
1537,3193
1538,2704
1539,1984
1540,2258
1541,1007
1542,1007
1543,2887
1544,2986
1545,2550
1546,1859
1547,2093
1548,856
1549,750
1550,2888
1551,2987
1552,2520
1553,1732
1554,1987
1555,890
1556,902
1557,3061
1558,3191
1559,2886
1560,2088
1561,2285
1562,1057
1563,1078
1564,3049
1565,3154
1566,2686
1567,1930
1568,2167
1569,859
1570,868
1571,2984
1572,3119
1573,2579
1574,1827
1575,2064
1576,786
1577,786
1578,2870
1579,2992
