1250,1,310
1250,2,250
1250,3,307
1250,4,568
1250,5,446
1250,6,305
1250,7,333
1250,8,482
1250,9,697
1250,10,304
1251,1,235
1251,2,163
1251,3,218
1251,4,428
1251,5,349
1251,6,235
1251,7,262
1251,8,354
1251,9,549
1251,10,298
1252,1,211
1252,2,154
1252,3,212
1252,4,397
1252,5,355
1252,6,252
1252,7,271
1252,8,345
1252,9,636
1252,10,328
1253,1,115
1253,2,83
1253,3,124
1253,4,237
1253,5,229
1253,6,136
1253,7,157
1253,8,215
1253,9,160
1253,10,145
1254,4,346
1255,1,317
1255,2,238
1255,3,259
1255,4,518
1255,5,416
1255,6,248
1255,7,270
1255,8,433
1255,9,695
1255,10,306
1256,1,333
1256,2,270
1256,3,316
1256,4,600
1256,5,470
1256,6,330
1256,7,365
1256,8,514
1256,9,792
1256,10,276
1257,1,222
1257,2,146
1257,3,190
1257,4,436
1257,5,314
1257,6,198
1257,7,232
1257,8,347
1257,9,660
1257,10,131
1258,1,225
1258,2,149
1258,3,201
1258,4,299
1258,5,229
1258,6,158
1258,7,192
1258,8,253
1258,9,604
1258,10,151
1259,1,304
1259,2,241
1259,3,287
1259,4,404
1259,5,334
1259,6,274
1259,7,304
1259,8,356
1259,9,788
1259,10,317
1260,1,56
1260,2,31
1260,3,67
1260,4,107
1260,5,79
1260,6,10
1260,7,40
1260,8,40
1260,9,7
1260,10,0
1261,1,389
1261,2,311
1261,3,388
1261,4,554
1261,5,472
1261,6,274
1261,7,313
1261,8,458
1261,9,1051
1261,10,338
1262,1,420
1262,2,354
1262,3,412
1262,4,622
1262,5,505
1262,6,354
1262,7,409
1262,8,566
1262,9,1224
1262,10,339
1263,1,348
1263,2,303
1263,3,341
1263,4,527
1263,5,413
1263,6,292
1263,7,348
1263,8,457
1263,9,1164
1263,10,273
1264,1,218
1264,2,168
1264,3,208
1264,4,320
1264,5,255
1264,6,168
1264,7,218
1264,8,262
1264,9,823
1264,10,131
1265,1,313
1265,2,270
1265,3,309
1265,4,435
1265,5,387
1265,6,319
1265,7,370
1265,8,431
1265,9,1093
1265,10,305
1266,1,65
1266,2,55
1266,3,74
1266,4,113
1266,5,103
1266,6,49
1266,7,100
1266,8,136
1266,9,345
1266,10,0
1267,6,0
1267,9,33
1268,1,410
1268,2,350
1268,3,435
1268,4,619
1268,5,545
1268,6,339
1268,7,364
1268,8,553
1268,9,1277
1268,10,435
1269,1,429
1269,2,374
1269,3,433
1269,4,632
1269,5,551
1269,6,396
1269,7,437
1269,8,624
1269,9,1317
1269,10,401
1270,1,423
1270,2,368
1270,3,407
1270,4,587
1270,5,520
1270,6,382
1270,7,418
1270,8,563
1270,9,1183
1270,10,388
1271,1,266
1271,2,198
1271,3,228
1271,4,366
1271,5,347
1271,6,245
1271,7,272
1271,8,302
1271,9,544
1271,10,150
1272,1,214
1272,2,140
1272,3,172
1272,4,339
1272,5,312
1272,6,209
1272,7,217
1272,8,244
1272,9,451
1272,10,132
1273,1,78
1273,2,43
1273,3,51
1273,4,162
1273,5,152
1273,6,61
1273,7,68
1273,8,107
1273,9,0
1273,10,0
1274,1,409
1274,2,308
1274,3,350
1274,4,634
1274,5,548
1274,6,331
1274,7,341
1274,8,544
1274,9,671
1274,10,369
1275,1,434
1275,2,383
1275,3,424
1275,4,747
1275,5,622
1275,6,447
1275,7,478
1275,8,680
1275,9,820
1275,10,382
1276,1,306
1276,2,264
1276,3,292
1276,4,561
1276,5,441
1276,6,288
1276,7,314
1276,8,458
1276,9,641
1276,10,214
1277,1,270
1277,2,202
1277,3,244
1277,4,458
1277,5,383
1277,6,260
1277,7,283
1277,8,370
1277,9,517
1277,10,241
1278,1,309
1278,2,274
1278,3,329
1278,4,530
1278,5,475
1278,6,369
1278,7,388
1278,8,483
1278,9,743
1278,10,395
1279,2,104
1279,3,130
1279,4,250
1279,5,232
1279,6,142
1279,7,157
1279,8,228
1279,9,172
1280,1,106
1281,1,359
1281,2,288
1281,3,324
1281,4,595
1281,5,515
1281,6,337
1281,7,357
1281,8,519
1281,9,700
1281,10,358
1282,1,332
1282,2,273
1282,3,317
1282,4,629
1282,5,509
1282,6,362
1282,7,400
1282,8,566
1282,9,799
1282,10,306
1283,1,242
1283,2,174
1283,3,202
1283,4,449
1283,5,315
1283,6,203
1283,7,233
1283,8,346
1283,9,663
1283,10,178
1284,1,158
1284,2,76
1284,3,123
1284,4,324
1284,5,232
1284,6,144
1284,7,171
1284,8,211
1284,9,464
1284,10,122
1285,1,226
1285,2,152
1285,3,205
1285,4,401
1285,5,329
1285,6,247
1285,7,274
1285,8,337
1285,9,681
1285,10,259
1286,1,21
1286,2,1
1286,4,116
1286,5,108
1286,6,35
1286,7,60
1286,8,109
1286,9,92
1286,10,8
1287,9,0
1288,1,357
1288,2,283
1288,3,371
1288,4,527
1288,5,455
1288,6,286
1288,7,314
1288,8,434
1288,9,809
1288,10,277
1289,1,389
1289,2,335
1289,3,414
1289,4,589
1289,5,498
1289,6,359
1289,7,405
1289,8,500
1289,9,881
1289,10,254
1290,1,303
1290,2,245
1290,3,304
1290,4,463
1290,5,368
1290,6,243
1290,7,299
1290,8,386
1290,9,949
1290,10,206
1291,1,230
1291,2,157
1291,3,201
1291,4,307
