userid,orderType
100000000013,0.002961316902496375
100000000111,0.9064004273646075
100000000127,0.07092688776715657
100000000231,0.0822185093277302
100000000379,0.001634087382097591
100000000393,0.00037728429002412204
100000000423,0.005150426944441662
100000000459,0.03550853359807726
100000000465,0.002713967376052083
100000000471,0.040791430780805354
100000000637,0.5791261042794088
100000000695,0.9746426029688082
100000000745,0.005934270809636872
100000000755,0.005720363246730256
100000000867,0.9813669685499916
100000000949,0.006052877553770764
100000000975,0.9022490458078495
100000001023,0.9993861073341369
100000001195,0.07648299061513725
100000001231,0.011727398134158382
100000001295,0.004115250223245516
100000001343,0.0033169741383072466
100000001505,0.9994975931521219
100000001557,0.004851772590696921
100000001683,0.02800741793565009
100000001711,0.05658800446049573
100000001803,0.00038651924686182145
100000001955,0.017224458174477427
100000001963,0.004059209443188755
100000002111,0.005938759592284764
100000002165,0.02333217208314944
100000002179,0.00679373861628969
100000002199,0.7945061045644607
100000002215,0.9510981239226037
100000002243,0.009598470866009377
100000002245,0.006244867975210713
100000002271,0.07369195342891266
100000002307,0.004258936339179553
100000002363,0.0009058732779395653
100000002371,0.008035711017926233
100000002535,0.015862309606205348
100000002581,0.0593237984344262
100000002653,0.03291374006299786
100000002811,0.000814783543361123
100000002873,0.038404388651143116
100000002879,0.004152798703104805
100000003091,0.4678173086332189
100000003097,0.00987001644357249
100000003311,0.00022918305411390172
100000003461,0.9989277917415527
100000003483,0.0018149345759170905
100000003559,0.004764087335114844
100000003611,0.9174891045218919
100000003639,0.0006928056378643944
100000003685,0.09618078584478053
100000003805,0.003930147833286778
100000003875,0.3948293319112509
100000003891,0.0009160650100868031
100000003941,0.003038022137045932
100000004163,0.018397233615611405
100000004223,0.00873023894403222
100000004277,0.019844712679390232
100000004297,0.6431299051878518
100000004303,0.029343774398589217
100000004317,0.0021787625288388532
100000004319,0.0013059172230714083
100000004359,0.02448904986664764
100000004429,0.002502812032161161
100000004453,0.002081260919257829
100000004529,0.0014786618996855555
100000004867,0.004244035364744649
100000005007,0.9989578013538116
100000005091,0.00299361328865708
100000005125,0.010794428028494098
