1032,1766
1033,1872
1034,622
1035,2575
1036,2601
1037,2256
1038,1752
1039,1884
1040,619
1041,2573
1042,2599
1043,2255
1044,1747
1045,1879
1046,618
1047,2558
1048,2584
1049,2223
1050,1726
1051,1858
1052,597
1053,2547
1054,2202
1055,1726
1056,1858
1057,597
1058,2533
1059,2558
1060,2214
1061,1738
1062,1875
1063,602
1064,2547
1065,2573
1066,2232
1067,1756
1068,1887
1069,613
1070,2549
1071,2575
1072,2234
1073,1758
1074,1887
1075,613
1076,2549
1077,2575
1078,2234
1079,1740
1080,1870
1081,596
1082,2531
1083,2557
1084,2216
1085,1742
1086,594
1087,592
1088,2504
1089,2503
1090,2159
1091,1707
1092,1835
1093,562
1094,562
1095,2477
1096,2503
1097,2159
1098,1707
1099,1835
1100,562
1101,2477
1102,2503
1103,2152
1104,1700
1105,1822
1106,549
1107,2456
1108,2481
1109,2142
1110,1687
1111,1815
1112,541
1113,2449
1114,2474
1115,2135
1116,1680
1117,1808
1118,541
1119,2424
1120,2450
1121,2131
1122,1678
1123,1800
1124,537
1125,2407
1126,2433
1127,2116
1128,1667
1129,1796
1130,537
1131,2406
1132,2431
1133,2114
1134,1665
1135,1794
1136,536
1137,2406
1138,2431
1139,2113
1140,1666
1141,1795
1142,538
1143,2406
1144,2427
1145,2106
1146,1660
1147,1789
1148,537
1149,537
1150,2401
1151,2430
1152,2109
1153,1662
1154,1792
1155,540
1156,2404
1157,2429
1158,2104
1159,1657
1160,1786
1161,548
1162,548
1163,2411
1164,2437
1165,2116
1166,1666
1167,1795
1168,549
1169,2462
1170,2488
1171,2164
1172,1678
1173,565
1174,565
1175,2484
1176,2510
1177,2186
1178,1683
1179,1812
1180,565
1181,2544
1182,2570
1183,2246
1184,1708
1185,1837
1186,2246
1187,1708
1188,1837
1189,590
1190,590
1191,2544
1192,2573
1193,2249
1194,1711
1195,1840
1196,614
1197,630
1198,2579
1199,2605
1200,2297
1201,1764
1202,1894
1203,630
1204,630
1205,2563
1206,2588
1207,2287
1208,1763
1209,1936
1210,657
1211,2617
1212,2643
1213,2335
1214,1803
1215,1927
1216,644
1217,644
1218,2587
1219,2613
1220,2313
1221,1781
1222,1907
1223,630
1224,626
1225,2584
1226,2610
1227,2310
1228,1777
1229,1904
1230,626
1231,2584
1232,2610
1233,2310
1234,1777
1235,1904
1236,626
1237,626
1238,2584
1239,2610
1240,2310
1241,1777
1242,1904
1243,626
1244,626
1245,2584
1246,2610
1247,2310
1248,1777
1249,1904
1250,626
1251,2584
1252,2610
1253,2310
1254,1777
1255,1904
1256,626
1257,2584
1258,2610
1259,2310
1260,1777
1261,1904
1262,626
1263,2584
1264,2610
1265,2310
1266,1777
1267,1904
1268,626
1269,626
1270,2584
1271,2610
1272,2310
1273,1777
1274,1904
1275,626
1276,626
1277,2584
1278,2610
1279,2310
1280,2845
1281,2976
1282,1206
1283,3497
1284,3523
1285,3162
1286,2845
1287,2976
1288,1206
1289,1206
1290,3497
1291,3523
1292,3162
1293,2845
1294,2845
1295,2976
1296,1206
1297,1206
1298,3497
1299,3523
1300,3162
1301,2845
1302,2976
1303,1206
1304,3497
1305,3523
1306,3162
1307,2845
