1032,1959
1033,2071
1034,520
1035,2922
1036,2713
1037,2441
1038,2022
1039,2128
1040,539
1041,2905
1042,2683
1043,2453
1044,2050
1045,2110
1046,511
1047,2825
1048,2701
1049,2496
1050,1496
1051,1545
1052,380
1053,2467
1054,2069
1055,1507
1056,1552
1057,393
1058,2162
1059,2443
1060,1988
1061,1496
1062,1498
1063,363
1064,2110
1065,2432
1066,1987
1067,1495
1068,1516
1069,388
1070,2108
1071,2397
1072,1961
1073,1461
1074,1502
1075,300
1076,2085
1077,2330
1078,1913
1079,1387
1080,1416
1081,279
1082,2145
1083,2320
1084,1928
1085,1381
1086,314
1087,327
1088,2143
1089,2266
1090,1919
1091,1333
1092,1462
1093,352
1094,399
1095,2235
1096,2256
1097,1939
1098,1389
1099,1540
1100,394
1101,2256
1102,2249
1103,1878
1104,1322
1105,1473
1106,394
1107,2199
1108,2260
1109,1925
1110,1392
1111,1558
1112,405
1113,2137
1114,2255
1115,1902
1116,1382
1117,1565
1118,386
1119,2114
1120,2253
1121,1887
1122,1382
1123,1569
1124,388
1125,2126
1126,2228
1127,1874
1128,1411
1129,1599
1130,400
1131,2210
1132,2250
1133,1855
1134,1472
1135,1632
1136,428
1137,2207
1138,2248
1139,1872
1140,1500
1141,1626
1142,402
1143,2184
1144,2262
1145,1848
1146,1487
1147,1621
1148,384
1149,355
1150,2166
1151,2247
1152,1850
1153,1476
1154,1657
1155,404
1156,2227
1157,2313
1158,1934
1159,1524
1160,1686
1161,412
1162,409
1163,2251
1164,2316
1165,1925
1166,1496
1167,1672
1168,460
1169,2265
1170,2354
1171,1960
1172,1546
1173,487
1174,463
1175,2301
1176,2402
1177,2029
1178,1625
1179,1772
1180,485
1181,2332
1182,2458
1183,2078
1184,1701
1185,1835
1186,2041
1187,1696
1188,1929
1189,595
1190,580
1191,2443
1192,2557
1193,2144
1194,1787
1195,1916
1196,565
1197,598
1198,2440
1199,2552
1200,2153
1201,1823
1202,1960
1203,604
1204,611
1205,2444
1206,2532
1207,2132
1208,2037
1209,2179
1210,692
1211,2671
1212,2688
1213,2481
1214,2063
1215,2150
1216,621
1217,571
1218,2629
1219,2635
1220,2432
1221,2019
1222,2134
1223,605
1224,554
1225,2622
1226,2604
1227,2425
1228,2025
1229,2122
1230,613
1231,2657
1232,2639
1233,2479
1234,2059
1235,2148
1236,606
1237,618
1238,2677
1239,2653
1240,2468
1241,1888
1242,1954
1243,500
1244,516
1245,2576
1246,2631
1247,2459
1248,1872
1249,1952
1250,496
1251,2577
1252,2705
1253,2644
1254,2101
1255,2151
1256,493
1257,2855
1258,2905
1259,2649
1260,2152
1261,2016
1262,549
1263,2948
1264,3002
1265,2746
1266,2070
1267,2112
1268,656
1269,774
1270,3294
1271,3350
1272,2900
1273,2533
1274,2617
1275,954
1276,909
1277,3407
1278,3463
1279,3043
1280,3366
1281,3299
1282,1590
1283,3768
1284,3690
1285,3416
1286,3290
1287,3151
1288,1460
1289,1429
1290,3653
1291,3543
1292,3308
1293,3157
1294,3115
1295,3167
1296,981
1297,1073
1298,3722
1299,3645
1300,3347
1301,3067
1302,2801
1303,1102
1304,3614
1305,3518
1306,3160
1307,2632
