1032	2024
1033	2198
1034	781
1035	2800
1036	2849
1037	2564
1038	2033
1039	2197
1040	776
1041	2797
1042	2847
1043	2556
1044	2035
1045	2200
1046	782
1047	2800
1048	2849
1049	2558
1050	1518
1051	1692
1052	484
1053	2408
1054	2027
1055	1531
1056	1690
1057	471
1058	2336
1059	2369
1060	1974
1061	1481
1062	1639
1063	423
1064	2288
1065	2344
1066	1958
1067	1476
1068	1642
1069	432
1070	2312
1071	2363
1072	1974
1073	1490
1074	1657
1075	441
1076	2297
1077	2350
1078	1970
1079	1494
1080	1660
1081	438
1082	2268
1083	2318
1084	1967
1085	1491
1086	431
1087	429
1088	2242
1089	2286
1090	1933
1091	1467
1092	1634
1093	415
1094	413
1095	2230
1096	2279
1097	1929
1098	1470
1099	1630
1100	410
1101	2217
1102	2266
1103	1913
1104	1450
1105	1626
1106	411
1107	2220
1108	2269
1109	1919
1110	1459
1111	1625
1112	410
1113	2219
1114	2264
1115	1921
1116	1455
1117	1622
1118	409
1119	2221
1120	2270
1121	1920
1122	1454
1123	1620
1124	411
1125	2224
1126	2271
1127	1921
1128	1452
1129	1618
1130	413
1131	2221
1132	2270
1133	1925
1134	1461
1135	1638
1136	423
1137	2225
1138	2273
1139	1937
1140	1473
1141	1643
1142	424
1143	2226
1144	2273
1145	1939
1146	1475
1147	1626
1148	406
1149	406
1150	2199
1151	2248
1152	1921
1153	1472
1154	1641
1155	416
1156	2211
1157	2262
1158	1955
1159	1511
1160	1681
1161	443
1162	444
1163	2250
1164	2286
1165	1972
1166	1515
1167	1702
1168	466
1169	2255
1170	2303
1171	1992
1172	1537
1173	489
1174	489
1175	2309
1176	2358
1177	2033
1178	1577
1179	1740
1180	494
1181	2319
1182	2365
1183	2061
1184	1598
1185	1753
1186	2054
1187	1591
1188	1786
1189	537
1190	537
1191	2377
1192	2425
1193	2095
1194	1632
1195	1791
1196	522
1197	527
1198	2395
1199	2445
1200	2095
1201	1626
1202	1801
1203	557
1204	557
1205	2420
1206	2454
1207	2104
1208	1665
1209	1827
1210	564
1211	2441
1212	2483
1213	2132
1214	1663
1215	1805
1216	540
1217	555
1218	2442
1219	2485
1220	2128
1221	1659
1222	1829
1223	561
1224	561
1225	2472
1226	2513
1227	2151
1228	1778
1229	1940
1230	647
1231	2567
1232	2607
1233	2218
1234	1759
1235	1919
1236	630
1237	629
1238	2561
1239	2609
1240	2395
1241	1872
1242	2024
1243	675
1244	675
1245	2751
1246	2800
1247	2380
1248	1857
1249	2015
1250	675
1251	2751
1252	2800
1253	2378
1254	1848
1255	2003
1256	667
1257	2748
1258	2797
1259	2373
1260	1856
1261	2014
1262	674
1263	2751
1264	2800
1265	2362
1266	1819
1267	1977
1268	646
1269	646
1270	2734
1271	2783
1272	2353
1273	1807
1274	1967
1275	628
1276	623
1277	2719
1278	2800
1279	2406
1280	2783
1281	2910
1282	1163
1283	3461
1284	3482
1285	3103
1286	2810
1287	2942
1288	1192
1289	1179
1290	3465
1291	3486
1292	3101
1293	2807
1294	2807
1295	2935
1296	1195
1297	1210
1298	3487
1299	3525
1300	3188
1301	2841
1302	2968
1303	1195
1304	3521
1305	3574
1306	3322
1307	2985
