1032	1550
1033	2244
1034	403
1035	2679
1036	2715
1037	2278
1038	1778
1039	2248
1040	409
1041	2606
1042	2681
1043	2276
1044	1782
1045	2240
1046	406
1047	2598
1048	2678
1049	2274
1050	1781
1051	2241
1052	406
1053	2681
1054	2277
1055	1785
1056	2247
1057	408
1058	2606
1059	2686
1060	2282
1061	1792
1062	2255
1063	410
1064	2615
1065	2694
1066	2289
1067	1801
1068	2266
1069	412
1070	2625
1071	2704
1072	2297
1073	1811
1074	2277
1075	416
1076	2635
1077	2713
1078	2306
1079	1821
1080	2289
1081	419
1082	2646
1083	2723
1084	2315
1085	1832
1086	422
1087	772
1088	2658
1089	2734
1090	2324
1091	1843
1092	2313
1093	426
1094	780
1095	2669
1096	2744
1097	2333
1098	1855
1099	2326
1100	430
1101	2681
1102	2755
1103	2344
1104	1867
1105	2339
1106	433
1107	2693
1108	2765
1109	2353
1110	1879
1111	2351
1112	437
1113	2704
1114	2775
1115	2363
1116	1890
1117	2363
1118	441
1119	2715
1120	2786
1121	2372
1122	1900
1123	2374
1124	444
1125	2726
1126	2795
1127	2381
1128	1911
1129	2386
1130	448
1131	2737
1132	2805
1133	2390
1134	1922
1135	2397
1136	452
1137	2747
1138	2815
1139	2399
1140	1932
1141	2408
1142	456
1143	2758
1144	2824
1145	2408
1146	1943
1147	2419
1148	459
1149	862
1150	2769
1151	2834
1152	2416
1153	1953
1154	2430
1155	464
1156	2780
1157	2844
1158	2426
1159	1965
1160	2442
1161	468
1162	882
1163	2791
1164	2854
1165	2435
1166	1976
1167	2453
1168	472
1169	2802
1170	2864
1171	2444
1172	1987
1173	476
1174	902
1175	2812
1176	2873
1177	2452
1178	1997
1179	2473
1180	480
1181	2822
1182	2882
1183	2460
1184	2008
1185	2484
1186	2469
1187	2018
1188	2493
1189	487
1190	929
1191	2839
1192	2898
1193	2474
1194	2025
1195	2501
1196	490
1197	938
1198	2849
1199	2906
1200	2482
1201	2035
1202	2511
1203	494
1204	947
1205	2859
1206	2915
1207	2490
1208	2046
1209	2521
1210	499
1211	2869
1212	2925
1213	2499
1214	2057
1215	2530
1216	503
1217	968
1218	2879
1219	2934
1220	2506
1221	2067
1222	2539
1223	507
1224	979
1225	2889
1226	2943
1227	2515
1228	2077
1229	2548
1230	512
1231	2899
1232	2952
1233	2523
1234	2088
1235	2557
1236	516
1237	1000
1238	2908
1239	2961
1240	2531
1241	2098
1242	2565
1243	521
1244	1010
1245	2918
1246	2969
1247	2539
1248	2108
1249	2574
1250	525
1251	2928
1252	2978
1253	2547
1254	2119
1255	2582
1256	530
1257	2936
1258	2986
1259	2554
1260	2128
1261	2590
1262	534
1263	2945
1264	2994
1265	2561
1266	2137
1267	2597
1268	538
1269	1051
1270	2953
1271	3001
1272	2568
1273	2146
1274	2605
1275	542
1276	1061
1277	2961
1278	3010
1279	2575
1280	2156
1281	2613
1282	547
1283	2970
1284	3018
1285	2583
1286	2166
1287	2620
1288	551
1289	1082
1290	2978
1291	3025
1292	2590
1293	2174
1294	2184
1295	2635
1296	560
1297	1100
1298	2991
1299	3037
1300	2601
1301	2188
1302	2639
1303	563
1304	2997
1305	3044
1306	2607
1307	2196
