1032,2270
1033,2395
1034,941
1035,3857
1036,3349
1037,2244
1038,2316
1039,2505
1040,1367
1041,3832
1042,3756
1043,2952
1044,2160
1045,2285
1046,937
1047,3709
1048,3655
1049,2783
1050,1464
1051,1690
1052,829
1053,3124
1054,2351
1055,966
1056,1649
1057,518
1058,2658
1059,2839
1060,2009
1061,1326
1062,1405
1063,471
1064,2795
1065,2847
1066,2136
1067,1499
1068,1532
1069,432
1070,2884
1071,2996
1072,2174
1073,1600
1074,1571
1075,408
1076,3189
1077,3164
1078,2195
1079,1439
1080,1561
1081,320
1082,3039
1083,3029
1084,2220
1085,1484
1086,426
1087,667
1088,3076
1089,3100
1090,2258
1091,1553
1092,1618
1093,620
1094,901
1095,3028
1096,3115
1097,2347
1098,1745
1099,1867
1100,460
1101,3110
1102,3202
1103,2324
1104,1570
1105,1817
1106,472
1107,3055
1108,3221
1109,2166
1110,1580
1111,1789
1112,469
1113,2981
1114,3107
1115,2286
1116,1594
1117,1823
1118,534
1119,2992
1120,3175
1121,2254
1122,1624
1123,1823
1124,574
1125,2925
1126,3148
1127,2247
1128,1641
1129,1787
1130,596
1131,2985
1132,3178
1133,2259
1134,1598
1135,1948
1136,641
1137,2959
1138,3193
1139,2295
1140,1650
1141,1915
1142,515
1143,2884
1144,3097
1145,2275
1146,1577
1147,1842
1148,480
1149,524
1150,2957
1151,3130
1152,2234
1153,1511
1154,1793
1155,461
1156,2944
1157,3120
1158,2274
1159,1479
1160,1744
1161,429
1162,1953
1163,2952
1164,3127
1165,2213
1166,1412
1167,1651
1168,467
1169,2828
1170,2958
1171,2125
1172,1503
1173,701
1174,2080
1175,3006
1176,3108
1177,2316
1178,1741
1179,1889
1180,324
1181,3088
1182,3335
1183,2552
1184,1628
1185,1395
1186,1549
1187,833
1188,2013
1189,598
1190,688
1191,2874
1192,3046
1193,2293
1194,1910
1195,1801
1196,342
1197,789
1198,3175
1199,3278
1200,2359
1201,1800
1202,2003
1203,410
1204,535
1205,3191
1206,3020
1207,2137
1208,1807
1209,2057
1210,555
1211,3201
1212,3115
1213,2279
1214,1583
1215,1839
1216,548
1217,319
1218,3433
1219,3372
1220,2480
1221,1757
1222,1950
1223,699
1224,516
1225,3493
1226,3355
1227,2545
1228,2070
1229,2114
1230,672
1231,3379
1232,3181
1233,2369
1234,1814
1235,2079
1236,638
1237,414
1238,3454
1239,3331
1240,2622
1241,1881
1242,2315
1243,911
1244,850
1245,2986
1246,3110
1247,2717
1248,1863
1249,2451
1250,942
1251,2941
1252,3116
1253,2806
1254,1670
1255,2320
1256,857
1257,2968
1258,3040
1259,2716
1260,1593
1261,2185
1262,753
1263,2948
1264,3497
1265,3151
1266,2050
1267,2505
1268,884
1269,462
1270,3481
1271,3510
1272,2930
1273,1551
1274,1741
1275,581
1276,436
1277,5762
1278,5908
1279,4111
1280,2759
1281,3065
1282,1737
1283,3958
1284,3838
1285,3361
1286,2853
1287,3227
1288,857
1289,1644
1290,5399
1291,5310
1292,3562
1293,2803
1294,2814
1295,2800
1296,812
1297,1381
1298,5373
1299,5661
1300,3583
1301,2717
1302,2820
1303,768
1304,4203
1305,5750
1306,3203
1307,2485
