1035,3282
1036,3494
1037,2935
1038,2263
1039,2645
1040,449
1041,3567
1042,3797
1043,3190
1044,2460
1045,2874
1046,488
1047,3762
1048,4004
1049,3364
1050,2594
1051,3031
1052,514
1053,4099
1054,3444
1055,2656
1056,3103
1057,526
1058,3855
1059,4103
1060,3447
1061,2658
1062,3106
1063,527
1064,3803
1065,4048
1066,3401
1067,2623
1068,3064
1069,520
1070,3711
1071,3950
1072,3319
1073,2559
1074,2990
1075,507
1076,3571
1077,3801
1078,3194
1079,2463
1080,2878
1081,488
1082,3364
1083,3580
1084,3008
1085,2320
1086,460
1087,1894
1088,3085
1089,3283
1090,2758
1091,2127
1092,2485
1093,421
1094,1737
1095,2762
1096,2940
1097,2470
1098,1905
1099,2225
1100,377
1101,2449
1102,2607
1103,2190
1104,1689
1105,1973
1106,335
1107,2200
1108,2342
1109,1968
1110,1517
1111,1773
1112,301
1113,2051
1114,2183
1115,1834
1116,1414
1117,1652
1118,280
1119,2012
1120,2142
1121,1799
1122,1387
1123,1621
1124,275
1125,2075
1126,2208
1127,1855
1128,1431
1129,1672
1130,283
1131,2208
1132,2350
1133,1974
1134,1523
1135,1779
1136,302
1137,2357
1138,2509
1139,2108
1140,1626
1141,1899
1142,322
1143,2455
1144,2614
1145,2196
1146,1693
1147,1978
1148,335
1149,1383
1150,2457
1151,2615
1152,2197
1153,1694
1154,1979
1155,336
1156,2366
1157,2519
1158,2116
1159,1632
1160,1906
1161,323
1162,1332
1163,2235
1164,2379
1165,1999
1166,1542
1167,1801
1168,305
1169,2127
1170,2264
1171,1902
1172,1467
1173,291
1174,1198
1175,2085
1176,2220
1177,1865
1178,1438
1179,1680
1180,285
1181,2123
1182,2260
1183,1899
1184,1464
1185,1711
1186,1990
1187,1534
1188,1793
1189,304
1190,1253
1191,2347
1192,2498
1193,2098
1194,1618
1195,1891
1196,321
1197,1321
1198,2428
1199,2585
1200,2172
1201,1675
1202,1957
1203,332
1204,1367
1205,2425
1206,2581
1207,2168
1208,1672
1209,1953
1210,331
1211,2333
1212,2483
1213,2086
1214,1609
1215,1880
1216,319
1217,1314
1218,2195
1219,2336
1220,1963
1221,1514
1222,1769
1223,300
1224,1236
1225,2070
1226,2203
1227,1851
1228,1427
1229,1668
1230,283
1231,2002
1232,2130
1233,1790
1234,1380
1235,1613
1236,273
1237,1127
1238,2012
1239,2142
1240,1799
1241,1388
1242,1621
1243,275
1244,1133
1245,2100
1246,2235
1247,1878
1248,1448
1249,1692
1250,287
1251,2245
1252,2389
1253,2007
1254,1548
1255,1809
1256,307
1257,2409
1258,2564
1259,2154
1260,1661
1261,1941
1262,329
1263,2550
1264,2714
1265,2281
1266,1759
1267,2055
1268,348
1269,1436
1270,2639
1271,2809
1272,2360
1273,1820
1274,2127
1275,361
1276,1486
1277,2669
1278,2841
1279,2387
1280,1841
1281,2151
1282,365
1283,2652
1284,2823
1285,2372
1286,1829
1287,2137
1288,362
1289,1494
1290,2607
1291,2775
1292,2332
1293,1798
1294,1756
1295,2052
1296,348
1297,1434
1298,2474
1299,2633
1300,2212
1301,1706
1302,1993
1303,338
1304,2390
1305,2544
1306,2138
1307,1648
