1032	2097
1033	2242
1034	793
1035	2830
1036	2877
1037	2633
1038	2111
1039	2244
1040	787
1041	2824
1042	2871
1043	2623
1044	2111
1045	2247
1046	791
1047	2825
1048	2871
1049	2623
1050	1531
1051	1676
1052	444
1053	2404
1054	2031
1055	1543
1056	1671
1057	425
1058	2328
1059	2358
1060	1962
1061	1497
1062	1632
1063	396
1064	2292
1065	2345
1066	1957
1067	1491
1068	1634
1069	412
1070	2333
1071	2383
1072	1990
1073	1530
1074	1670
1075	441
1076	2333
1077	2382
1078	1999
1079	1542
1080	1683
1081	446
1082	2303
1083	2347
1084	1993
1085	1542
1086	444
1087	432
1088	2280
1089	2310
1090	1947
1091	1502
1092	1645
1093	415
1094	410
1095	2261
1096	2304
1097	1943
1098	1503
1099	1636
1100	411
1101	2247
1102	2291
1103	1927
1104	1473
1105	1626
1106	411
1107	2247
1108	2291
1109	1925
1110	1481
1111	1621
1112	406
1113	2237
1114	2279
1115	1939
1116	1491
1117	1631
1118	412
1119	2254
1120	2299
1121	1937
1122	1492
1123	1631
1124	416
1125	2257
1126	2300
1127	1936
1128	1482
1129	1625
1130	411
1131	2248
1132	2292
1133	1945
1134	1497
1135	1647
1136	427
1137	2250
1138	2291
1139	1950
1140	1500
1141	1645
1142	425
1143	2241
1144	2285
1145	1942
1146	1493
1147	1604
1148	396
1149	396
1150	2193
1151	2238
1152	1905
1153	1464
1154	1607
1155	399
1156	2208
1157	2258
1158	1936
1159	1495
1160	1638
1161	414
1162	414
1163	2226
1164	2254
1165	1933
1166	1485
1167	1641
1168	418
1169	2222
1170	2264
1171	1942
1172	1499
1173	435
1174	458
1175	2296
1176	2339
1177	2008
1178	1561
1179	1702
1180	461
1181	2304
1182	2346
1183	2037
1184	1591
1185	1720
1186	2030
1187	1576
1188	1761
1189	524
1190	524
1191	2386
1192	2428
1193	2092
1194	1634
1195	1774
1196	494
1197	516
1198	2409
1199	2457
1200	2099
1201	1642
1202	1804
1203	570
1204	570
1205	2428
1206	2452
1207	2090
1208	1664
1209	1802
1210	538
1211	2443
1212	2482
1213	2121
1214	1665
1215	1780
1216	508
1217	541
1218	2457
1219	2497
1220	2135
1221	1684
1222	1829
1223	543
1224	543
1225	2461
1226	2499
1227	2172
1228	1811
1229	1950
1230	655
1231	2579
1232	2609
1233	2230
1234	1785
1235	1922
1236	633
1237	631
1238	2569
1239	2610
1240	2376
1241	1833
1242	1958
1243	654
1244	654
1245	2715
1246	2761
1247	2364
1248	1823
1249	1956
1250	654
1251	2716
1252	2759
1253	2361
1254	1813
1255	1947
1256	645
1257	2713
1258	2759
1259	2364
1260	1825
1261	1959
1262	656
1263	2716
1264	2762
1265	2344
1266	1784
1267	1919
1268	630
1269	630
1270	2695
1271	2741
1272	2334
1273	1764
1274	1911
1275	566
1276	566
1277	2648
1278	2734
1279	2369
1280	2819
1281	2911
1282	1154
1283	3430
1284	3445
1285	3111
1286	2868
1287	2974
1288	1213
1289	1186
1290	3491
1291	3505
1292	3150
1293	2907
1294	2922
1295	3014
1296	1273
1297	1278
1298	3522
1299	3548
1300	3243
1301	2958
1302	3047
1303	1279
1304	3555
1305	3628
1306	3429
1307	3178
