userid,orderType
100000000371,0.01474678051972451
100000001215,0.024311738762672168
100000001445,0.01982461660844393
100000001575,0.9889576471047933
100000001601,0.009878615911322365
100000001737,0.9946137610626212
100000001829,0.013868114660884945
100000002055,0.03328063755045506
100000002241,0.019140357725780672
100000003067,0.014053138788344315
100000004161,0.9832674478256214
100000004307,0.02814057874316234
100000004855,0.9912566782591816
100000005055,0.024009857807345318
100000005701,0.06746326762907012
100000006247,0.011133465912830246
100000006327,0.0745973080459676
100000006333,0.015963033086146407
100000006397,0.014473727288034813
100000007397,0.4428413031581114
100000007525,0.22325090444905477
100000007951,0.2886258404952071
100000007955,0.10354449321561891
100000008131,0.008221305099998355
100000008427,0.045846246417123926
100000008745,0.015894293983962537
100000009049,0.041286423649022214
100000009197,0.14248135967432307
100000009419,0.21529808782986445
100000009629,0.008013960133456958
100000009961,0.9927657971954097
100000010157,0.9403969993890572
100000011403,0.013288631473475625
100000012993,0.18744968514150276
100000013089,0.8900215136271427
100000013205,0.06368987826326039
100000013455,0.019685967668199255
100000013591,0.0613934218672132
100000013861,0.010740776328401645
100000014191,0.2082201084284668
100000014963,0.07055276144738751
100000015053,0.03429621315672565
100000015077,0.9928818875898644
100000015351,0.7568909649360595
100000015659,0.9940150161778789
100000016411,0.01980609571339006
100000016637,0.011103756382094274
100000016665,0.015864552896355803
100000016715,0.3325939137441696
100000016843,0.023389932690497366
100000017191,0.03738327800096645
100000017255,0.008210729953684874
100000017517,0.022968591979058026
100000017533,0.0970095440810375
100000018131,0.9527429561522434
100000018141,0.042605348111720155
100000018219,0.029386702593067623
100000018439,0.09341000757545609
100000018651,0.011932824441929946
100000018843,0.05066114536602923
100000019085,0.02466201345694596
100000019503,0.03660812585807351
100000019777,0.027629716535210486
100000019831,0.0819481034375531
100000019875,0.50591797831894
100000020599,0.3507968583798851
100000020705,0.49666625469359343
100000020839,0.012281972127403423
100000021007,0.03968615020965406
100000021741,0.012785277008824921
100000023031,0.12839025582241662
100000023341,0.025004437578813512
100000023847,0.01012374147409767
110020671228,0.9162086535627426
110100014968,0.2947231289020489
110100016420,0.13300478711227226
110100016422,0.009521581707676165
110100018261,0.2283157552999579
110100035666,0.06426467585089533
110100073025,0.031976539658507865
110100073927,0.994512635801624
110100116029,0.014270868437399354
110100133766,0.045233714870264605
110100171523,0.03752761117412672
110100173226,0.12428104366221562
110100218469,0.10629322744397439
110100235669,0.0144048097414183
110100316927,0.0136349095248248
110100335267,0.011216793209015927
110100371520,0.01521330401963685
110100373224,0.010363560053617587
110100412425,0.011503238461045038
110100418260,0.025836015088980202
110100418567,0.5615062143999074
110100471522,0.010372331319206654
110100471527,0.010057690288772656
110100473324,0.019573593871950082
110100512827,0.02055230022163409
110100514267,0.014286187905407312
110100516521,0.04015639681917585
110100516723,0.12826697700095013
110100516929,0.9947021628651223
110100535662,0.12938146296872577
110100573222,0.8665744706207692
110100573627,0.015018100641199374
110100614362,0.219622975719816
110100614562,0.9939294538115044
110100618862,0.0172319239927297
110100635761,0.027150806335480965
110100673622,0.09870076384751994
110100673828,0.011832015889569964
110100735369,0.20945326838105782
110100816922,0.026799649494721592
110100818367,0.14248135967432307
110100835466,0.06968358479390552
110100835868,0.2539178259000814
110100871522,0.8643899545002698
110100873722,0.14381392802121823
110100933760,0.844403622681296
110100973525,0.020281027666054434
110101018063,0.050957017154565576
110101018362,0.01620032181976415
110101035263,0.01567511549041272
110101071220,0.03262263815525068
110101071222,0.023068254788497625
110101071527,0.01565991720878768
110101073025,0.011658791998932378
110101073225,0.5550290292045433
110101073822,0.010912071450622677
110101112320,0.030168750320694323
110101114064,0.5737553223610485
110101114660,0.3120420545939132
110101118361,0.012370085633127408
110101135467,0.04390983809277513
110101173725,0.09572902378612573
110101210069,0.45409111815385866
110101212223,0.03679142146621655
110101215122,0.3788008564618
110101216420,0.04876292336676487
110101216527,0.7545191387261414
110101216821,0.012612400369388852
110101217027,0.9938473726110733
110101217820,0.017257088177538064
110101217824,0.962405408607212
110101218861,0.9914743521008649
110101233064,0.7627528576808515
110101273629,0.031499581065703046
110101273724,0.02298952679422903
110101273826,0.02367344883565659
110101273925,0.02935708401789422
110101312122,0.4974390786888836
110101314164,0.0894373253125038
110101316227,0.08286695409769171
110101316624,0.9288566751759432
110101335164,0.5447002368546697
110101335961,0.015592818265265011
