userid,orderType
100000000371,0.006349547766149044
100000001215,0.002720054006204009
100000001445,0.004846890456974506
100000001575,0.9972026348114014
100000001601,0.0004782136238645762
100000001737,0.9983912110328674
100000001829,0.0031280452385544777
100000002055,0.0047781080938875675
100000002241,0.01643860526382923
100000003067,0.00048503722064197063
100000004161,0.9997192025184631
100000004307,0.006277093198150396
100000004855,0.9993187189102173
100000005055,0.005679995287209749
100000005701,0.010683481581509113
100000006247,0.001666819560341537
100000006327,0.07517164945602417
100000006333,0.014375098049640656
100000006397,0.003745324444025755
100000007397,0.5671376585960388
100000007525,0.6298638582229614
100000007951,0.16716425120830536
100000007955,0.13122035562992096
100000008131,0.000848160358145833
100000008427,0.022555246949195862
100000008745,0.0013544950634241104
100000009049,0.024972649291157722
100000009197,0.3329291343688965
100000009419,0.18050125241279602
100000009629,0.00043428613571450114
100000009961,0.9991656541824341
100000010157,0.9837192893028259
100000011403,0.0018607404781505466
100000012993,0.06664197891950607
100000013089,0.8876838684082031
100000013205,0.024808106943964958
100000013455,0.0025503155775368214
100000013591,0.04142969101667404
100000013861,0.002696569776162505
100000014191,0.14223448932170868
100000014963,0.009267592802643776
100000015053,0.001704478170722723
100000015077,0.9968746900558472
100000015351,0.7432175874710083
100000015659,0.9993213415145874
100000016411,0.015029354020953178
100000016637,0.0005532425129786134
100000016665,0.00022988536511547863
100000016715,0.27968162298202515
100000016843,0.02441834844648838
100000017191,0.05026271194219589
100000017255,0.00032216456020250916
100000017517,0.000498234701808542
100000017533,0.0589175671339035
100000018131,0.9936757683753967
100000018141,0.03367525711655617
100000018219,0.002947890432551503
100000018439,0.039294466376304626
100000018651,0.012380384840071201
100000018843,0.1238989308476448
100000019085,0.006726935505867004
100000019503,0.015707695856690407
100000019777,0.0038586047012358904
100000019831,0.03938139230012894
100000019875,0.2853661775588989
100000020599,0.47909781336784363
100000020705,0.6355475783348083
100000020839,0.006078354548662901
100000021007,0.026996605098247528
100000021741,0.006318210624158382
100000023031,0.14689424633979797
100000023341,0.0054159387946128845
100000023847,0.0005341775831766427
110020671228,0.9932281374931335
110100014968,0.16097648441791534
110100016420,0.19178389012813568
110100016422,0.0010626788716763258
110100018261,0.2310444414615631
110100035666,0.10484880208969116
110100073025,0.02930734120309353
110100073927,0.9991257786750793
110100116029,0.00040573620935902
110100133766,0.014913597144186497
110100171523,0.04278221353888512
110100173226,0.2858497202396393
110100218469,0.04730162397027016
110100235669,0.0032481118105351925
110100316927,0.002516405424103141
110100335267,0.0010324385948479176
110100371520,0.0071153962053358555
110100373224,0.0006700027151964605
110100412425,0.0029093592893332243
110100418260,0.0004537705681286752
110100418567,0.8579500913619995
110100471522,0.005971390753984451
110100471527,0.0033879070542752743
110100473324,0.010222245939075947
110100512827,0.007719052489846945
110100514267,0.003386909142136574
110100516521,0.03173216059803963
110100516723,0.020964376628398895
110100516929,0.999330997467041
110100535662,0.3273570239543915
110100573222,0.9580110311508179
110100573627,0.0012624772498384118
110100614362,0.15105874836444855
110100614562,0.998275637626648
110100618862,0.0021285242401063442
110100635761,0.00573084456846118
110100673622,0.05293978378176689
110100673828,0.005223236978054047
110100735369,0.29369595646858215
110100816922,0.004723899066448212
110100818367,0.32517990469932556
110100835466,0.023739557713270187
110100835868,0.0747111514210701
110100871522,0.8848552107810974
110100873722,0.07180655002593994
110100933760,0.8845811486244202
110100973525,0.01298252772539854
110101018063,0.029424091801047325
110101018362,0.00583624979481101
110101035263,0.007815729826688766
110101071220,0.011334306560456753
110101071222,0.013495126739144325
110101071527,0.0032901072409003973
110101073025,0.00406029773876071
110101073225,0.6573607921600342
110101073822,0.0002421903336653486
110101112320,0.011931492947041988
110101114064,0.7495439648628235
110101114660,0.1930520087480545
110101118361,0.0013779123546555638
110101135467,0.0027110103983432055
110101173725,0.026270128786563873
110101210069,0.36272791028022766
110101212223,0.00528546841815114
110101215122,0.5284026265144348
110101216420,0.02048676088452339
110101216527,0.8138502240180969
110101216821,0.002432097215205431
110101217027,0.9992838501930237
110101217820,0.0073810419999063015
110101217824,0.9791179895401001
110101218861,0.997199296951294
110101233064,0.8535411953926086
110101273629,0.020054636523127556
110101273724,0.005644239019602537
110101273826,0.009911910630762577
110101273925,0.0053583127446472645
110101312122,0.4061628580093384
110101314164,0.021423080936074257
110101316227,0.061120837926864624
110101316624,0.8929809927940369
110101335164,0.4744565486907959
110101335961,0.00807841308414936
110101373120,0.011325179599225521
110101373626,0.001617614645510912
110101410927,0.9868068099021912
110101416523,0.7245732545852661
110101416629,0.10218492895364761
110101418269,0.825684130191803
110101418763,0.0031208184082061052
110101433762,0.06625887006521225
110101435165,0.0015322690596804023
110101435360,0.02279588393867016
110101435465,0.0013637513620778918
110101471226,0.07732059806585312
110101473623,0.06407855451107025
110101512925,0.3952363133430481
110101516227,0.05018892511725426
110101516323,0.0009047729545272887
110101518360,0.0015362026169896126
110101518560,0.3674047887325287
110101535968,0.014526702463626862
110101610427,0.02481139451265335
110101610625,0.0007892163121141493
110101610760,0.25040167570114136
110101610768,0.8413081765174866
110101612027,0.0004956795601174235
110101612064,0.02752840146422386
110101615728,0.003283390076830983
110101615828,0.0014870973536744714
