userid,orderType
100000000371,0.013740022934547843
100000001215,0.022683085878360362
100000001445,0.0156207347568483
100000001575,0.9916023442149774
100000001601,0.010142991009965824
100000001737,0.9913980174060606
100000001829,0.01320367094780838
100000002055,0.029033481079204292
100000002241,0.015707881824166752
100000003067,0.01804018728362368
100000004161,0.9872431333344841
100000004307,0.012736671480966327
100000004855,0.9910982523783651
100000005055,0.055675209922966956
100000005701,0.04483526791802183
100000006247,0.009760050997942547
100000006327,0.06008669253147983
100000006333,0.012487477848462965
100000006397,0.01891490371895246
100000007397,0.4383691030266287
100000007525,0.32391056221920356
100000007951,0.17146836628841294
100000007955,0.17227817899664036
100000008131,0.007232070742679033
100000008427,0.036283514650601714
100000008745,0.014261306867721117
100000009049,0.033797252806980746
100000009197,0.1573485040535812
100000009419,0.16490289147911566
100000009629,0.006789699170533748
100000009961,0.9912158944845691
100000010157,0.9314677998850319
100000011403,0.012009577118129684
100000012993,0.06520310335436864
100000013089,0.8657824090345368
100000013205,0.03106841185556204
100000013455,0.016791532989744788
100000013591,0.07758576444857809
100000013861,0.009431381480635005
100000014191,0.0871213418709262
100000014963,0.04659268719246672
100000015053,0.025702872438670706
100000015077,0.9917754719741584
100000015351,0.7112410452776786
100000015659,0.9928202403162614
100000016411,0.028152899360236603
100000016637,0.010563757774112562
100000016665,0.012092257462084468
100000016715,0.2079380225667965
100000016843,0.03101584327905826
100000017191,0.042604181876909945
100000017255,0.00679359123071054
100000017517,0.015163177840375986
100000017533,0.0876227310361505
100000018131,0.9549041983291335
100000018141,0.06048553286690365
100000018219,0.0982653678393494
100000018439,0.0696281166019566
100000018651,0.01893078449830929
100000018843,0.07848786400702869
100000019085,0.026105914850736805
100000019503,0.022532484880376756
100000019777,0.015409107351447682
100000019831,0.06150401536254249
100000019875,0.4355617390919148
100000020599,0.4626647955570668
100000020705,0.6343196010971637
100000020839,0.012012092627895205
100000021007,0.05777444990332422
100000021741,0.011362007141052038
100000023031,0.10241113438410854
100000023341,0.019801034080507537
100000023847,0.008209484315224178
110020671228,0.8963370764950231
110100014968,0.08577399665993801
110100016420,0.1051282957081436
110100016422,0.009524506465203446
110100018261,0.13120242042827213
110100035666,0.04781415611796729
110100073025,0.04366358608269529
110100073927,0.9942154680769505
110100116029,0.010959904093642189
110100133766,0.034896185084743035
110100171523,0.02696976802004367
110100173226,0.13614817826058437
110100218469,0.1378735042586208
110100235669,0.015663238345564573
110100316927,0.011022642869127346
110100335267,0.010364617968479697
110100371520,0.017463061057579943
110100373224,0.009950143210139612
110100412425,0.011664202160868706
110100418260,0.014699467860400677
110100418567,0.7564929260988141
110100471522,0.009726705020772875
110100471527,0.010991311035035728
110100473324,0.019676817975246712
110100512827,0.015454085676548457
110100514267,0.015828162603534895
110100516521,0.03416080803523963
110100516723,0.09792750272517885
110100516929,0.9936468358051624
110100535662,0.1573485040535812
110100573222,0.9124298205418291
110100573627,0.011717809363521221
110100614362,0.22709987674152093
110100614562,0.9916349765211611
110100618862,0.016545733660538287
110100635761,0.018341702822093308
110100673622,0.06405246579939973
110100673828,0.02076196362526968
110100735369,0.23001418145970737
